word_count,urgent_keyword_count,sentiment_score,historical_ticket_count,crisis_severity_index,recommended_grant,dropout_risk
81,1,0.0931,9,0.0764,76.00,0.0804
131,2,0.5378,6,0.3502,350.00,0.3292
117,4,0.3882,18,0.7042,704.00,0.6262
96,1,0.3935,17,0.1724,172.00,0.1271
307,5,0.5777,20,0.8463,846.00,0.9354
180,3,0.3619,11,0.5465,546.00,0.4907
98,1,0.1169,5,0.2289,228.00,0.1911
110,4,0.4320,10,0.5776,577.00,0.6490
256,7,0.8749,18,0.8166,816.00,0.8584
180,2,0.5227,13,0.4696,469.00,0.4454
63,1,0.1117,2,0.2020,201.00,0.2668
378,8,0.8008,0,0.7085,708.00,0.7748
345,8,0.6015,6,0.7143,714.00,0.6664
132,2,0.4059,15,0.4002,400.00,0.4539
50,1,0.1885,7,0.3342,334.00,0.3941
190,3,0.5348,2,0.4920,491.00,0.4038
88,2,0.5547,9,0.4076,407.00,0.3856
473,5,0.8868,9,0.9350,934.00,1.0000
156,3,0.5635,9,0.6207,620.00,0.5644
107,2,0.4814,18,0.6083,608.00,0.6929
99,0,0.1971,11,0.1383,138.00,0.0964
171,2,0.4528,3,0.5295,529.00,0.4737
450,10,0.9736,13,0.9901,990.00,1.0000
81,1,0.2449,10,0.2200,219.00,0.1555
181,3,0.3785,14,0.5991,599.00,0.5413
83,4,0.4599,2,0.6493,649.00,0.5570
159,3,0.5362,1,0.4989,498.00,0.3989
94,2,0.3308,12,0.4606,460.00,0.4691
119,2,0.3950,14,0.3243,324.00,0.2293
98,1,0.3375,19,0.2564,256.00,0.2869
480,8,0.9158,8,1.0000,1000.00,1.0000
489,9,0.8381,11,0.9833,983.00,0.9153
96,2,0.4778,16,0.4535,453.00,0.5198
54,2,0.0973,4,0.2772,277.00,0.2852
93,2,0.2522,11,0.2736,273.00,0.3142
38,1,0.1483,11,0.0724,72.00,0.0000
91,1,0.2388,15,0.4338,433.00,0.3623
396,6,0.6043,15,0.7520,752.00,0.8378
432,9,0.9288,16,0.9005,900.00,0.9682
91,4,0.4680,13,0.6039,603.00,0.6371
175,3,0.4264,19,0.4325,432.00,0.5067
111,2,0.5493,11,0.4260,426.00,0.3930
428,6,0.9078,14,1.0000,1000.00,0.9704
98,2,0.4441,18,0.2458,245.00,0.2533
96,2,0.3235,13,0.3452,345.00,0.4053
56,1,0.1183,12,0.1295,129.00,0.0919
181,3,0.3984,8,0.5692,569.00,0.5820
74,1,0.0518,14,0.2698,269.00,0.1884
92,2,0.0547,18,0.3052,305.00,0.3603
275,7,0.5568,14,0.8484,848.00,0.8392
49,1,0.1414,2,0.2872,287.00,0.3529
31,0,0.0580,3,0.0676,67.00,0.0870
260,9,0.7289,13,0.7435,743.00,0.6995
59,2,0.2810,1,0.4384,438.00,0.5182
84,2,0.4215,7,0.5826,582.00,0.5268
128,1,0.5784,18,0.3405,340.00,0.3391
81,1,0.2617,17,0.3893,389.00,0.3335
426,8,0.6893,19,0.7534,753.00,0.6807
169,4,0.5296,6,0.5946,594.00,0.6725
495,9,0.9762,16,0.9304,930.00,0.9906
97,2,0.0687,9,0.2280,228.00,0.2641
97,0,0.1564,18,0.2761,276.00,0.2103
159,2,0.4460,8,0.3763,376.00,0.4392
245,8,0.8133,2,0.9159,915.00,0.8840
419,9,0.8965,8,1.0000,1000.00,0.9010
230,6,0.7570,12,0.6723,672.00,0.6667
62,1,0.0708,8,0.0723,72.00,0.0315
237,5,0.9539,5,0.9228,922.00,0.9520
467,9,0.8682,18,1.0000,1000.00,1.0000
75,1,0.2281,9,0.1444,144.00,0.1058
386,6,0.6741,1,0.9546,954.00,1.0000
90,2,0.3276,19,0.3409,340.00,0.2679
167,5,0.7917,16,0.9407,940.00,0.8452
137,2,0.3319,13,0.2262,226.00,0.2029
289,7,0.8182,17,0.7385,738.00,0.7884
103,4,0.4911,0,0.6015,601.00,0.5136
254,6,0.9400,18,0.8480,848.00,0.8990
71,1,0.3388,10,0.3190,318.00,0.3774
381,6,0.5803,8,0.6354,635.00,0.7333
310,9,0.9218,7,0.9102,910.00,0.8612
203,6,0.5808,18,0.8501,850.00,0.8828
101,3,0.3262,19,0.4892,489.00,0.5581
57,1,0.3041,18,0.4159,415.00,0.4672
53,0,0.3457,19,0.2928,292.00,0.2059
106,3,0.4137,13,0.4378,437.00,0.3951
78,2,0.1616,18,0.3037,303.00,0.2382
189,2,0.3988,6,0.3608,360.00,0.3574
189,2,0.5782,13,0.5943,594.00,0.4950
80,0,0.1968,9,0.0105,10.00,0.0000
326,6,0.6054,7,0.6830,683.00,0.6991
37,0,0.2527,4,0.0953,95.00,0.1341
161,2,0.4499,6,0.5573,557.00,0.6418
188,4,0.5643,12,0.6134,613.00,0.5942
137,2,0.4681,12,0.3658,365.00,0.4355
49,2,0.1643,0,0.2014,201.00,0.1414
171,2,0.5262,1,0.3518,351.00,0.3217
310,7,0.5755,8,0.8868,886.00,0.9661
69,2,0.2782,12,0.3497,349.00,0.4228
83,1,0.2764,9,0.2768,276.00,0.2394
290,5,0.8658,13,0.8739,873.00,0.8538
115,2,0.3915,18,0.3693,369.00,0.4192
423,5,0.5982,11,0.8634,863.00,0.8243
73,1,0.0721,1,0.0060,5.00,0.0000
59,1,0.0965,14,0.0581,58.00,0.1209
91,3,0.5448,20,0.5900,590.00,0.6849
36,1,0.2603,14,0.1594,159.00,0.2338
192,2,0.4675,9,0.5774,577.00,0.5343
432,5,0.5968,4,0.7444,744.00,0.6623
129,3,0.4155,7,0.5941,594.00,0.5943
95,0,0.3116,15,0.2087,208.00,0.2465
96,1,0.0822,15,0.2536,253.00,0.3470
44,1,0.3283,5,0.3872,387.00,0.3061
171,3,0.4491,6,0.6248,624.00,0.6773
258,10,0.7758,16,0.8389,838.00,0.8374
92,1,0.1473,18,0.1167,116.00,0.0912
62,1,0.0820,11,0.1103,110.00,0.1916
111,3,0.3180,1,0.5220,522.00,0.4934
169,4,0.4095,20,0.7228,722.00,0.7535
81,3,0.3408,10,0.4204,420.00,0.3672
177,2,0.5672,15,0.4677,467.00,0.3823
236,6,0.9028,13,0.9297,929.00,0.9350
381,6,0.5917,8,0.7744,774.00,0.6896
80,3,0.3781,0,0.5136,513.00,0.5757
140,3,0.4927,7,0.4183,418.00,0.3422
92,1,0.3888,1,0.3044,304.00,0.3689
65,1,0.1681,12,0.2640,263.00,0.3450
38,1,0.1047,8,0.3030,303.00,0.3573
87,1,0.3488,1,0.2299,229.00,0.3029
57,1,0.2787,14,0.2043,204.00,0.1224
32,1,0.1502,1,0.2529,252.00,0.1961
398,10,0.8330,7,0.8878,887.00,0.8622
55,0,0.0932,11,0.0445,44.00,0.0310
144,4,0.4292,18,0.6030,602.00,0.5635
114,2,0.4022,4,0.5365,536.00,0.5410
127,2,0.3060,3,0.4694,469.00,0.5163
170,3,0.5043,5,0.4369,436.00,0.3839
152,2,0.3715,3,0.4727,472.00,0.4095
320,7,0.8210,5,0.8746,874.00,0.9289
136,1,0.4525,16,0.4762,476.00,0.5564
77,1,0.1845,12,0.2462,246.00,0.1543
47,2,0.3283,7,0.2364,236.00,0.2995
146,4,0.5068,8,0.5381,538.00,0.4454
171,3,0.3215,8,0.4842,484.00,0.4635
91,1,0.2128,19,0.2548,254.00,0.2043
178,2,0.5194,14,0.5525,552.00,0.4622
176,3,0.3915,6,0.5969,596.00,0.5770
92,2,0.3725,13,0.5240,524.00,0.5225
178,7,0.5522,12,0.7413,741.00,0.7429
277,7,0.8877,17,1.0000,1000.00,0.9693
100,1,0.3375,9,0.2471,247.00,0.3060
176,2,0.4828,13,0.6287,628.00,0.5484
33,1,0.1977,17,0.2328,232.00,0.1329
176,1,0.3557,16,0.2565,256.00,0.2422
57,0,0.2248,8,0.1845,184.00,0.1980
374,4,0.9196,10,0.7746,774.00,0.8463
196,7,0.9723,7,0.8066,806.00,0.7930
89,1,0.3250,5,0.2889,288.00,0.3611
275,6,0.6932,15,0.7864,786.00,0.7560
336,9,0.6940,4,0.8514,851.00,0.8927
227,5,0.9885,9,0.9088,908.00,0.8103
72,0,0.3395,3,0.3498,349.00,0.4098
417,9,0.9417,15,0.9343,934.00,1.0000
98,2,0.4212,12,0.4469,446.00,0.3688
294,10,0.9918,16,1.0000,1000.00,1.0000
161,4,0.5255,20,0.6559,655.00,0.5977
134,1,0.4245,16,0.2476,247.00,0.3257
79,2,0.3421,8,0.4550,454.00,0.4773
93,0,0.1590,17,0.1557,155.00,0.0672
90,2,0.1031,2,0.2475,247.00,0.2604
57,1,0.1004,11,0.3467,346.00,0.3636
80,3,0.5385,2,0.5542,554.00,0.6520
166,3,0.5671,18,0.6531,653.00,0.5582
96,2,0.2611,4,0.2978,297.00,0.3185
62,2,0.2706,14,0.4887,488.00,0.5435
153,4,0.9638,0,0.9346,934.00,0.9923
399,5,0.9783,10,0.9530,952.00,0.9194
111,3,0.5841,12,0.5338,533.00,0.6173
93,1,0.1310,2,0.1427,142.00,0.1949
368,6,0.7478,18,0.9263,926.00,0.8916
87,3,0.3502,19,0.5709,570.00,0.5715
346,8,0.6019,16,0.6707,670.00,0.6880
170,2,0.3373,4,0.5077,507.00,0.4621
158,3,0.5446,7,0.4215,421.00,0.4211
128,1,0.3584,13,0.3061,306.00,0.2383
189,5,0.7291,15,0.9667,966.00,0.9934
167,2,0.5063,9,0.5113,511.00,0.4853
177,4,0.4544,19,0.6146,614.00,0.6388
190,5,0.8939,1,1.0000,1000.00,0.9719
82,1,0.1394,4,0.2053,205.00,0.2068
166,2,0.3747,11,0.2933,293.00,0.2915
91,4,0.5148,13,0.4906,490.00,0.4225
296,9,0.8612,12,0.7519,751.00,0.6955
62,1,0.0585,9,0.3421,342.00,0.2720
121,3,0.5426,20,0.5907,590.00,0.6831
97,1,0.0588,12,0.1155,115.00,0.0613
182,6,0.8605,11,0.9143,914.00,0.9053
423,10,0.9339,16,0.7906,790.00,0.7213
138,3,0.5288,16,0.6515,651.00,0.6887
317,7,0.7981,20,0.8413,841.00,0.8394
444,5,0.6766,17,0.6422,642.00,0.6109
82,4,0.3427,12,0.4178,417.00,0.3883
197,3,0.5124,11,0.4284,428.00,0.3979
84,1,0.1196,19,0.1476,147.00,0.1173
417,9,0.8769,2,0.9705,970.00,1.0000
147,3,0.3652,13,0.5977,597.00,0.6057
89,2,0.4224,0,0.3494,349.00,0.3173
471,10,0.7509,11,0.8129,812.00,0.7988
148,3,0.3607,16,0.6413,641.00,0.6564
455,5,0.5978,2,0.8319,831.00,0.7901
139,4,0.3647,17,0.6661,666.00,0.6936
91,1,0.1532,19,0.3855,385.00,0.3801
404,7,0.5731,12,0.7518,751.00,0.6658
190,3,0.4947,7,0.4465,446.00,0.4644
146,3,0.5547,12,0.6563,656.00,0.6738
479,10,0.5810,14,0.6921,692.00,0.6597
106,1,0.3130,15,0.1671,167.00,0.1289
289,7,0.8675,4,0.8023,802.00,0.7060
86,2,0.4195,11,0.5640,564.00,0.5602
191,1,0.3553,3,0.1277,127.00,0.0318
276,4,0.5629,0,0.6428,642.00,0.7219
102,1,0.5673,3,0.2549,254.00,0.1610
65,0,0.3366,15,0.3124,312.00,0.3827
32,1,0.2370,19,0.2413,241.00,0.2979
71,1,0.2787,4,0.2604,260.00,0.2918
98,4,0.3767,7,0.5240,524.00,0.6046
179,3,0.4166,3,0.6538,653.00,0.7133
33,1,0.3314,2,0.2524,252.00,0.1953
70,0,0.1141,13,0.0000,0.00,0.0000
44,1,0.2952,11,0.1180,118.00,0.1240
170,6,0.8837,4,0.8759,875.00,0.8852
120,4,0.5302,13,0.6143,614.00,0.6277
144,2,0.3598,19,0.5327,532.00,0.5048
140,4,0.3117,3,0.6318,631.00,0.6482
489,5,0.8607,1,0.7241,724.00,0.7562
125,3,0.3359,9,0.6241,624.00,0.5651
161,2,0.5089,12,0.6323,632.00,0.6338
442,9,0.5735,14,0.6021,602.00,0.6465
186,4,0.4724,17,0.5322,532.00,0.6241
241,7,0.6938,18,0.9288,928.00,0.9335
101,4,0.3471,18,0.5519,551.00,0.5782
114,2,0.4074,7,0.4105,410.00,0.3716
313,8,0.6167,6,0.9022,902.00,0.9924
178,3,0.5335,18,0.4137,413.00,0.4451
146,2,0.3391,1,0.4459,445.00,0.3681
383,9,0.6811,3,0.8555,855.00,0.8343
310,9,0.7885,4,0.6986,698.00,0.7711
41,1,0.0642,11,0.1094,109.00,0.1909
115,2,0.5322,14,0.3468,346.00,0.2905
77,1,0.1613,7,0.1265,126.00,0.1326
79,2,0.1967,8,0.2068,206.00,0.2792
49,1,0.1858,2,0.1781,178.00,0.2454
33,1,0.0641,10,0.0433,43.00,0.0000
191,2,0.3307,3,0.2688,268.00,0.2830
107,4,0.3894,20,0.4639,463.00,0.5338
63,1,0.1380,15,0.0321,32.00,0.0000
114,2,0.5841,10,0.5721,572.00,0.4988
33,1,0.0760,17,0.2428,242.00,0.2348
417,8,0.8051,9,0.8157,815.00,0.9072
114,2,0.4131,4,0.5940,594.00,0.6311
387,8,0.8369,18,0.7844,784.00,0.7701
176,1,0.5422,3,0.3548,354.00,0.2573
167,2,0.4955,3,0.3039,303.00,0.3544
107,3,0.3177,2,0.3659,365.00,0.2687
98,2,0.5403,9,0.5367,536.00,0.5199
424,6,0.5782,13,0.6601,660.00,0.7535
164,1,0.3756,7,0.1975,197.00,0.1716
84,0,0.1319,10,0.1637,163.00,0.1440
177,1,0.4946,18,0.3560,355.00,0.2859
148,4,0.5338,12,0.7130,713.00,0.6413
100,4,0.4064,5,0.6144,614.00,0.5607
191,4,0.3608,14,0.5628,562.00,0.6299
344,5,0.8200,7,0.9859,985.00,0.9270
140,3,0.5941,16,0.6742,674.00,0.6315
248,4,0.7673,5,0.8458,845.00,0.8016
242,9,0.8400,4,0.9157,915.00,0.9253
81,2,0.5529,10,0.5431,543.00,0.5707
145,2,0.3974,20,0.4593,459.00,0.5081
399,6,0.9754,18,0.9488,948.00,0.9086
88,1,0.0890,1,0.1058,105.00,0.0136
195,1,0.3019,4,0.1910,190.00,0.2329
164,2,0.3667,11,0.4195,419.00,0.4004
101,3,0.4630,20,0.6307,630.00,0.5635
351,9,0.6209,12,0.7565,756.00,0.8301
90,2,0.4281,13,0.4002,400.00,0.4125
87,2,0.5889,8,0.5482,548.00,0.4586
379,8,0.8722,4,0.8594,859.00,0.8860
35,0,0.1553,9,0.1484,148.00,0.1469
34,0,0.1507,4,0.0971,97.00,0.0022
404,5,0.8926,11,0.9235,923.00,0.9556
281,6,0.6485,4,0.7357,735.00,0.7091
99,0,0.0559,11,0.0000,0.00,0.0000
176,3,0.4660,18,0.5546,554.00,0.5649
129,2,0.3344,6,0.4886,488.00,0.5362
118,2,0.3105,7,0.3458,345.00,0.2620
330,8,0.8124,6,0.8670,866.00,0.8020
83,2,0.4291,1,0.3313,331.00,0.2515
61,2,0.3146,5,0.4265,426.00,0.4848
89,2,0.4941,0,0.6425,642.00,0.7386
83,0,0.1763,13,0.1128,112.00,0.1831
144,3,0.4548,17,0.6661,666.00,0.5941
124,1,0.5788,18,0.4102,410.00,0.3749
261,8,0.7752,6,0.7773,777.00,0.8029
198,4,0.8493,5,0.6357,635.00,0.6436
176,4,0.3949,18,0.6310,630.00,0.5578
381,10,0.8587,9,0.9551,955.00,0.9821
117,3,0.5063,9,0.4658,465.00,0.4880
480,8,0.9440,4,1.0000,1000.00,0.9255
147,4,0.5845,4,0.6992,699.00,0.7288
41,1,0.1291,7,0.3280,327.00,0.2703
68,1,0.1096,7,0.3575,357.00,0.3608
145,4,0.5546,2,0.7131,713.00,0.6353
39,2,0.3186,2,0.4118,411.00,0.4297
61,1,0.2675,12,0.2360,236.00,0.1900
85,2,0.3120,3,0.5385,538.00,0.5623
134,3,0.5492,11,0.5565,556.00,0.4880
34,0,0.1843,17,0.1918,191.00,0.2685
62,1,0.0695,2,0.1210,121.00,0.1777
480,6,0.8036,2,0.8703,870.00,0.8054
441,6,0.9681,14,1.0000,1000.00,1.0000
205,7,0.7445,17,0.9338,933.00,0.9199
46,2,0.1168,3,0.3220,322.00,0.3700
121,1,0.5330,14,0.4111,411.00,0.4560
86,3,0.5147,1,0.5489,548.00,0.5850
52,0,0.3025,16,0.0140,14.00,0.0000
133,3,0.5525,15,0.5134,513.00,0.4431
192,3,0.4467,0,0.4941,494.00,0.4963
130,1,0.5390,18,0.3799,379.00,0.4473
39,1,0.2437,10,0.1706,170.00,0.1896
167,9,0.7831,5,0.8448,844.00,0.7460
179,3,0.4850,9,0.6915,691.00,0.6427
269,7,0.5972,5,0.7670,767.00,0.7351
91,2,0.2249,1,0.3872,387.00,0.3034
163,2,0.3152,20,0.2342,234.00,0.1549
87,0,0.1656,3,0.2210,221.00,0.2075
173,4,0.5241,8,0.7718,771.00,0.7464
72,1,0.2092,14,0.1257,125.00,0.0582
87,2,0.1979,16,0.2240,224.00,0.1803
310,5,0.6042,5,0.6594,659.00,0.6678
187,3,0.3380,18,0.5792,579.00,0.6229
236,6,0.7779,7,0.7266,726.00,0.7569
98,2,0.5616,11,0.3343,334.00,0.3067
198,3,0.3240,15,0.5529,552.00,0.6417
261,8,0.7088,1,0.8273,827.00,0.8211
76,2,0.2299,10,0.1615,161.00,0.1740
86,3,0.4291,5,0.3601,360.00,0.4058
122,1,0.5426,13,0.3827,382.00,0.4564
386,6,0.6304,13,0.7370,736.00,0.8226
144,2,0.5410,12,0.5171,517.00,0.4772
60,1,0.2583,7,0.2768,276.00,0.2690
80,2,0.2371,16,0.2438,243.00,0.2914
470,8,0.6645,5,0.8686,868.00,0.9041
59,1,0.2511,20,0.2950,294.00,0.2139
435,10,0.9506,15,0.9662,966.00,0.9440
89,0,0.2821,7,0.2609,260.00,0.3479
86,2,0.5251,3,0.4893,489.00,0.5620
168,2,0.3096,1,0.2153,215.00,0.1650
187,9,0.9531,3,1.0000,1000.00,1.0000
276,5,0.6951,1,0.7628,762.00,0.6640
496,9,0.6330,18,0.7032,703.00,0.7985
74,1,0.2358,18,0.0927,92.00,0.1042
180,2,0.5463,19,0.3885,388.00,0.4663
183,3,0.4709,17,0.3515,351.00,0.4476
385,7,0.9198,6,0.9498,949.00,0.9194
95,2,0.1944,2,0.3733,373.00,0.4422
66,1,0.1207,7,0.0306,30.00,0.0755
404,8,0.7144,15,0.7290,728.00,0.7066
400,7,0.9210,2,0.9993,999.00,0.9013
98,2,0.5202,5,0.5388,538.00,0.4913
50,1,0.2707,16,0.0884,88.00,0.0266
375,8,0.8927,5,0.8286,828.00,0.7954
480,6,0.7081,8,0.9383,938.00,0.8529
196,3,0.4146,12,0.4517,451.00,0.4778
199,2,0.3589,13,0.3746,374.00,0.4363
111,1,0.3165,4,0.2733,273.00,0.2466
86,2,0.0995,10,0.2668,266.00,0.3202
177,3,0.4740,15,0.4821,482.00,0.4684
82,1,0.3883,19,0.1798,179.00,0.2607
93,1,0.2272,3,0.3102,310.00,0.3671
301,5,0.6697,15,0.9085,908.00,0.9441
289,5,0.6248,13,0.8340,833.00,0.8711
372,7,0.8746,14,0.9639,963.00,0.9843
52,2,0.2242,15,0.4227,422.00,0.5084
171,8,0.9049,2,0.7929,792.00,0.8413
372,8,0.9112,11,0.9349,934.00,0.9012
310,7,0.8011,7,0.8934,893.00,0.8346
30,1,0.2411,8,0.2817,281.00,0.3465
96,2,0.3455,12,0.3199,319.00,0.3765
100,0,0.3386,11,0.3510,351.00,0.3672
361,8,0.5912,2,0.7024,702.00,0.6391
336,5,0.7672,9,0.8018,801.00,0.8926
33,1,0.2846,1,0.1773,177.00,0.0880
100,1,0.1388,13,0.1356,135.00,0.1704
107,1,0.3769,9,0.3159,315.00,0.3304
174,6,0.7778,6,0.7978,797.00,0.7987
95,2,0.4506,8,0.3425,342.00,0.2733
154,3,0.3701,1,0.3453,345.00,0.2829
47,0,0.2449,1,0.0000,0.00,0.0000
484,6,0.6650,15,0.7776,777.00,0.7625
179,7,0.9815,2,1.0000,1000.00,1.0000
132,3,0.3312,19,0.3845,384.00,0.4393
307,7,0.9641,11,1.0000,1000.00,1.0000
42,1,0.2005,15,0.0678,67.00,0.0985
194,6,0.5690,2,0.6285,628.00,0.6787
301,10,0.6063,7,0.7908,790.00,0.6995
62,2,0.2224,0,0.3960,395.00,0.4565
40,2,0.2191,5,0.3875,387.00,0.4588
192,3,0.4164,12,0.6602,660.00,0.5771
87,1,0.1488,16,0.2125,212.00,0.2932
190,4,0.4750,10,0.6364,636.00,0.7066
189,6,0.5518,14,0.6342,634.00,0.5347
104,2,0.3556,17,0.2308,230.00,0.2803
32,1,0.2642,14,0.2174,217.00,0.2257
33,2,0.3344,6,0.4286,428.00,0.4213
125,1,0.5850,9,0.5466,546.00,0.5704
425,5,0.8537,0,0.9585,958.00,0.9323
83,1,0.0587,10,0.0050,4.00,0.0870
101,1,0.4151,5,0.2013,201.00,0.2550
232,10,0.6324,4,0.6851,685.00,0.7298
348,7,0.8327,13,0.8569,856.00,0.7726
137,3,0.3646,11,0.4262,426.00,0.4102
241,5,0.6361,10,0.7428,742.00,0.8385
159,1,0.5174,7,0.3350,334.00,0.4321
63,0,0.2628,15,0.2348,234.00,0.3040
62,0,0.1566,1,0.2103,210.00,0.2204
396,8,0.5867,18,0.8221,822.00,0.9021
494,4,0.7404,19,0.7486,748.00,0.6902
366,9,0.8934,7,0.8911,891.00,0.9111
158,1,0.5255,9,0.4715,471.00,0.4941
118,3,0.3375,12,0.2795,279.00,0.2939
197,1,0.4406,1,0.2154,215.00,0.2530
317,9,0.7769,14,0.9456,945.00,0.9826
188,3,0.4987,1,0.4675,467.00,0.5289
178,4,0.4454,20,0.5946,594.00,0.5157
68,2,0.1915,18,0.2016,201.00,0.2685
58,2,0.2187,17,0.2642,264.00,0.2087
64,2,0.1804,9,0.3113,311.00,0.2528
494,9,0.8032,18,0.7959,795.00,0.7325
131,2,0.4140,6,0.4116,411.00,0.4910
233,6,0.6274,3,0.6797,679.00,0.6244
137,1,0.5867,10,0.3119,311.00,0.3649
204,10,0.7980,8,0.9194,919.00,0.9172
236,10,0.7584,14,0.8686,868.00,0.9204
193,3,0.3241,6,0.3379,337.00,0.4080
229,4,0.5812,0,0.7364,736.00,0.6903
36,1,0.2422,11,0.3857,385.00,0.4824
193,1,0.3708,3,0.4205,420.00,0.5103
82,1,0.1627,3,0.3307,330.00,0.3210
111,3,0.3363,4,0.6252,625.00,0.5896
78,0,0.2186,13,0.0000,0.00,0.0000
174,3,0.4801,8,0.4106,410.00,0.4895
99,3,0.4665,10,0.6243,624.00,0.6878
191,5,0.8658,18,0.8998,899.00,0.9711
95,1,0.0811,13,0.1146,114.00,0.1480
36,2,0.1308,12,0.1597,159.00,0.1973
243,5,0.6560,16,0.6430,642.00,0.6731
132,2,0.5381,11,0.4149,414.00,0.3408
108,4,0.3222,16,0.6854,685.00,0.7158
175,3,0.3430,7,0.4832,483.00,0.5626
395,9,0.9868,20,0.9760,976.00,1.0000
245,5,0.7084,18,0.8301,830.00,0.7326
191,3,0.4601,12,0.6076,607.00,0.6224
134,1,0.3319,4,0.4494,449.00,0.4720
95,1,0.1867,8,0.2109,210.00,0.2137
96,2,0.3432,12,0.4413,441.00,0.3837
198,2,0.3827,16,0.2266,226.00,0.2579
277,7,0.8141,7,0.9677,967.00,0.9700
185,2,0.4952,5,0.2806,280.00,0.3090
68,1,0.1789,12,0.1887,188.00,0.1963
138,3,0.4806,6,0.4796,479.00,0.4668
164,8,0.8097,10,0.8115,811.00,0.8459
72,2,0.1948,1,0.4208,420.00,0.4667
48,1,0.2021,6,0.3352,335.00,0.2482
363,6,0.6579,6,0.7119,711.00,0.6484
197,4,0.3531,13,0.7409,740.00,0.7137
168,1,0.3317,14,0.1726,172.00,0.2431
62,2,0.1841,7,0.3743,374.00,0.3907
54,2,0.2645,5,0.4555,455.00,0.4829
145,4,0.5341,18,0.6250,624.00,0.6022
68,0,0.0569,7,0.0524,52.00,0.1475
137,2,0.4878,7,0.5176,517.00,0.5090
200,4,0.5747,4,0.4880,488.00,0.4440
48,2,0.1454,16,0.2484,248.00,0.2026
184,1,0.5229,3,0.2808,280.00,0.2720
122,4,0.4238,1,0.6188,618.00,0.5312
450,6,0.9481,10,0.8893,889.00,0.8489
104,2,0.4169,15,0.5097,509.00,0.4210
305,8,0.6588,16,0.8726,872.00,0.8065
86,2,0.3448,5,0.2619,261.00,0.2077
120,2,0.5333,2,0.3903,390.00,0.3277
63,1,0.2736,11,0.2779,277.00,0.2500
92,3,0.4194,18,0.5355,535.00,0.5991
62,1,0.2708,5,0.3578,357.00,0.4383
33,1,0.0920,6,0.2569,256.00,0.1813
428,9,0.9288,17,0.8447,844.00,0.7797
301,9,0.7156,11,0.8107,810.00,0.8164
97,1,0.0690,4,0.1407,140.00,0.2140
71,2,0.2046,4,0.3754,375.00,0.3571
88,3,0.3207,2,0.3737,373.00,0.4352
339,6,0.5708,16,0.8449,844.00,0.8050
187,2,0.5324,18,0.4209,420.00,0.4142
383,4,0.5718,17,0.6553,655.00,0.7073
65,2,0.2548,12,0.3059,305.00,0.2711
52,2,0.1235,19,0.4014,401.00,0.3531
38,0,0.2752,3,0.3023,302.00,0.3114
278,5,0.8466,2,0.7991,799.00,0.8334
36,2,0.2504,20,0.4356,435.00,0.4684
472,10,0.5975,8,0.5841,584.00,0.6685
148,2,0.4325,7,0.5346,534.00,0.4542
142,2,0.3015,5,0.3068,306.00,0.3980
228,7,0.6835,8,0.7829,782.00,0.8165
131,1,0.3971,15,0.3724,372.00,0.4338
275,8,0.6649,20,0.8846,884.00,0.9474
100,2,0.1006,19,0.3506,350.00,0.3275
268,6,0.5662,13,0.7396,739.00,0.7464
45,2,0.1962,4,0.4406,440.00,0.4613
239,10,0.7682,4,0.7444,744.00,0.7304
142,3,0.4699,13,0.4484,448.00,0.4496
416,6,0.6503,14,0.7970,797.00,0.8314
159,2,0.3697,9,0.2689,268.00,0.3636
117,3,0.5619,15,0.5096,509.00,0.4310
184,7,0.7057,5,0.8376,837.00,0.9282
209,5,0.7134,19,0.8507,850.00,0.8414
472,6,0.6233,1,0.6543,654.00,0.7413
110,3,0.5293,10,0.4693,469.00,0.3874
87,2,0.2522,10,0.3262,326.00,0.3191
54,0,0.3257,5,0.2184,218.00,0.2026
466,8,0.6746,8,0.8697,869.00,0.9348
128,2,0.5395,19,0.5373,537.00,0.5981
46,1,0.3365,19,0.2911,291.00,0.1958
204,5,0.6280,17,0.8231,823.00,0.7972
395,10,0.7897,15,0.9319,931.00,1.0000
45,1,0.0880,13,0.1086,108.00,0.0105
84,1,0.5544,2,0.3667,366.00,0.3103
158,2,0.3216,2,0.2405,240.00,0.2041
71,2,0.2453,6,0.2983,298.00,0.2947
35,2,0.0862,9,0.2719,271.00,0.2111
51,1,0.2307,3,0.1446,144.00,0.1196
244,8,0.9610,6,1.0000,1000.00,0.9566
41,0,0.0791,7,0.0883,88.00,0.0061
276,5,0.6236,4,0.7192,719.00,0.6625
289,5,0.9280,19,1.0000,1000.00,1.0000
308,6,0.6842,17,0.6503,650.00,0.6596
78,0,0.2781,4,0.1896,189.00,0.1270
172,7,0.9357,11,0.9207,920.00,0.9260
94,1,0.4333,14,0.2122,212.00,0.1192
109,1,0.3456,14,0.3858,385.00,0.3506
428,5,0.6885,15,0.9055,905.00,0.9210
176,8,0.8726,5,0.7297,729.00,0.6938
405,6,0.7727,10,0.8221,822.00,0.7603
269,6,0.7624,13,0.7852,785.00,0.7353
184,3,0.3862,9,0.4686,468.00,0.3820
180,1,0.5572,6,0.5299,529.00,0.4785
261,7,0.9232,18,0.9249,924.00,1.0000
131,3,0.3287,5,0.3234,323.00,0.4098
248,4,0.9777,14,0.8556,855.00,0.7630
191,4,0.5280,2,0.5361,536.00,0.5215
62,2,0.3251,10,0.2594,259.00,0.2429
