word_count,urgent_keyword_count,sentiment_score,historical_ticket_count,crisis_severity_index,recommended_grant,dropout_risk
1.0000,0.6000,0.2805,10,0.7659,765.00,0.8332
1.0000,0.4000,0.3150,20,0.4001,400.00,0.3312
1.0000,1.0000,0.0342,1,1.0000,1000.00,1.0000
0.3400,0.4000,0.6598,13,0.4056,405.00,0.4691
1.0000,0.6000,0.4027,6,0.4051,405.00,0.3112
1.0000,0.4000,0.3931,16,0.5228,522.00,0.5572
1.0000,1.0000,0.0714,17,0.7804,780.00,0.8032
1.0000,0.4000,0.3443,9,0.4860,486.00,0.3987
1.0000,0.8000,0.0923,14,0.9739,973.00,0.9690
1.0000,0.2000,0.4957,6,0.4592,459.00,0.4334
1.0000,1.0000,0.0212,19,0.8028,802.00,0.8286
1.0000,1.0000,0.1260,3,0.9747,974.00,0.9329
0.7400,0.2000,0.8065,1,0.1440,144.00,0.0986
0.3300,0.2000,0.5721,9,0.3394,339.00,0.2940
0.9400,0.4000,0.8458,15,0.3136,313.00,0.3366
0.9800,0.4000,0.3089,9,0.3576,357.00,0.4147
0.4700,0.4000,0.8770,8,0.3534,353.00,0.2895
1.0000,0.8000,0.3654,4,0.7748,774.00,0.6913
1.0000,0.4000,0.2180,17,0.5681,568.00,0.5384
1.0000,0.4000,0.4224,15,0.5149,514.00,0.5409
1.0000,1.0000,0.1521,10,1.0000,1000.00,0.9504
1.0000,0.6000,0.2050,17,0.6485,648.00,0.7147
0.6400,0.2000,0.8613,8,0.3011,301.00,0.2806
0.4300,0.2000,0.7330,10,0.2232,223.00,0.1869
1.0000,0.2000,0.2622,15,0.2970,296.00,0.3394
0.8700,0.4000,0.7851,6,0.3940,394.00,0.4103
0.3400,0.2000,0.8654,14,0.0745,74.00,0.0785
1.0000,0.8000,0.0172,16,0.8924,892.00,0.9218
0.8000,0.2000,0.3858,17,0.3988,398.00,0.3842
0.5600,0.2000,0.8437,4,0.0783,78.00,0.0834
1.0000,1.0000,0.0740,15,1.0000,1000.00,0.9312
1.0000,1.0000,0.0235,8,0.9995,999.00,1.0000
1.0000,1.0000,0.0410,19,1.0000,1000.00,0.9397
1.0000,0.6000,0.3894,9,0.6355,635.00,0.5493
1.0000,0.6000,0.4675,20,0.4620,462.00,0.5340
0.8700,0.0000,0.6791,19,0.1038,103.00,0.0510
0.6500,0.4000,0.9973,10,0.2310,231.00,0.1555
1.0000,0.4000,0.2598,13,0.7074,707.00,0.8032
1.0000,0.4000,0.4724,8,0.3610,361.00,0.3186
1.0000,0.2000,0.2102,5,0.6144,614.00,0.5830
0.5500,0.2000,0.9671,9,0.3030,303.00,0.2064
1.0000,1.0000,0.1706,13,0.8827,882.00,0.8550
1.0000,1.0000,0.0222,10,0.8467,846.00,0.7561
1.0000,1.0000,0.0067,6,0.8515,851.00,0.9347
0.3200,0.0000,0.6479,14,0.1952,195.00,0.2799
0.8300,0.4000,0.3773,10,0.4632,463.00,0.5202
1.0000,0.4000,0.2052,14,0.6866,686.00,0.6007
1.0000,0.2000,0.2802,8,0.3040,303.00,0.2054
1.0000,0.8000,0.4457,1,0.5713,571.00,0.6064
0.9100,0.4000,0.8016,11,0.2867,286.00,0.2437
1.0000,1.0000,0.1278,8,0.8830,882.00,0.9384
1.0000,1.0000,0.1161,7,0.8425,842.00,0.7633
1.0000,0.2000,0.2467,8,0.4186,418.00,0.3739
1.0000,0.2000,0.5292,2,0.4619,461.00,0.5615
1.0000,1.0000,0.0551,13,1.0000,1000.00,0.9537
0.6200,0.0000,0.9496,19,0.0000,0.00,0.0909
1.0000,1.0000,0.0127,6,0.9672,967.00,0.8943
1.0000,1.0000,0.0286,17,0.9110,911.00,0.8758
1.0000,0.6000,0.5161,12,0.7338,733.00,0.8276
1.0000,0.4000,0.3506,3,0.6545,654.00,0.6448
1.0000,0.6000,0.4721,9,0.4568,456.00,0.5241
1.0000,1.0000,0.1030,2,0.9296,929.00,1.0000
0.9800,0.4000,0.7150,7,0.2943,294.00,0.3235
1.0000,0.8000,0.3631,20,0.7703,770.00,0.7470
0.8800,0.4000,0.4586,5,0.5230,523.00,0.4630
0.5800,0.2000,0.9686,11,0.2405,240.00,0.2894
1.0000,0.6000,0.2337,18,0.7486,748.00,0.7884
1.0000,0.6000,0.3370,10,0.5095,509.00,0.5769
0.9700,0.0000,0.5669,13,0.2924,292.00,0.2719
0.5300,0.2000,0.9812,2,0.2994,299.00,0.3082
0.9300,0.6000,0.2499,16,0.5975,597.00,0.5349
1.0000,0.4000,0.3315,17,0.6217,621.00,0.5952
1.0000,0.6000,0.3117,8,0.6713,671.00,0.6458
1.0000,0.6000,0.4409,2,0.5033,503.00,0.5671
1.0000,0.8000,0.1721,8,0.8892,889.00,0.8303
1.0000,0.6000,0.3692,5,0.5401,540.00,0.5580
1.0000,1.0000,0.0168,4,0.9610,960.00,0.9343
0.9400,0.4000,0.2400,13,0.6157,615.00,0.7045
0.8300,0.4000,0.4257,15,0.5529,552.00,0.5315
1.0000,0.4000,0.5047,12,0.5552,555.00,0.5543
0.9000,0.2000,0.6283,9,0.1282,128.00,0.1384
1.0000,1.0000,0.1697,20,0.8188,818.00,0.8382
0.9500,0.2000,0.5498,14,0.2785,278.00,0.2126
1.0000,0.6000,0.4323,7,0.7564,756.00,0.7837
0.9900,0.4000,0.9763,11,0.2284,228.00,0.3038
0.6400,0.2000,0.6783,14,0.1148,114.00,0.0240
1.0000,0.8000,0.3808,10,0.6215,621.00,0.6716
0.5000,0.2000,0.7560,11,0.1236,123.00,0.0558
1.0000,0.4000,0.5132,8,0.4660,466.00,0.4429
1.0000,1.0000,0.0412,12,1.0000,1000.00,0.9214
1.0000,1.0000,0.0812,15,0.7811,781.00,0.7010
1.0000,0.2000,0.3900,10,0.5166,516.00,0.4547
1.0000,0.6000,0.3375,1,0.7032,703.00,0.7241
0.7400,0.2000,0.6549,2,0.2727,272.00,0.1737
1.0000,0.6000,0.3213,6,0.5457,545.00,0.5732
1.0000,0.6000,0.5214,19,0.4768,476.00,0.5168
0.9300,0.2000,0.8212,5,0.0705,70.00,0.0000
0.3800,0.2000,0.8941,3,0.0690,68.00,0.0118
1.0000,0.8000,0.3407,0,0.7089,708.00,0.7281
0.8600,0.0000,0.7469,9,0.2117,211.00,0.1345
0.4000,0.0000,0.7914,8,0.1177,117.00,0.2074
1.0000,0.8000,0.1608,13,0.6936,693.00,0.6865
0.5900,0.4000,0.6650,5,0.3802,380.00,0.3236
0.3900,0.4000,0.5592,10,0.4590,459.00,0.4912
1.0000,1.0000,0.0547,13,0.8031,803.00,0.7375
1.0000,0.8000,0.0831,8,0.8115,811.00,0.7917
0.6900,0.4000,0.6921,7,0.5324,532.00,0.4444
0.8200,0.4000,0.5550,7,0.4848,484.00,0.5668
1.0000,1.0000,0.0667,3,0.8199,819.00,0.7597
1.0000,0.8000,0.1092,8,0.7942,794.00,0.7315
0.4700,0.0000,0.7548,17,0.2806,280.00,0.2326
1.0000,0.4000,0.3745,11,0.5596,559.00,0.6287
1.0000,1.0000,0.1148,8,0.8790,879.00,0.7953
0.5700,0.4000,0.6282,18,0.3441,344.00,0.3952
1.0000,1.0000,0.0333,17,0.9775,977.00,0.9233
1.0000,0.8000,0.4628,9,0.6571,657.00,0.6264
1.0000,1.0000,0.0506,17,1.0000,1000.00,0.9049
1.0000,0.6000,0.3636,11,0.6032,603.00,0.5884
1.0000,0.4000,0.4534,3,0.6250,624.00,0.6362
0.8500,0.4000,0.6689,14,0.5753,575.00,0.6648
1.0000,0.6000,0.3420,18,0.4340,434.00,0.5238
1.0000,1.0000,0.1090,3,0.9046,904.00,1.0000
1.0000,0.8000,0.4928,8,0.5073,507.00,0.5942
1.0000,0.4000,0.5100,9,0.4121,412.00,0.3902
1.0000,0.6000,0.4934,7,0.4892,489.00,0.5542
1.0000,0.6000,0.3159,15,0.4926,492.00,0.3942
1.0000,0.6000,0.3374,9,0.6913,691.00,0.6013
1.0000,0.6000,0.2950,1,0.5708,570.00,0.4984
1.0000,1.0000,0.1321,10,0.9574,957.00,0.9043
0.5300,0.4000,0.8114,18,0.1387,138.00,0.1350
1.0000,0.8000,0.1202,18,0.9642,964.00,0.9063
1.0000,1.0000,0.1150,2,0.7833,783.00,0.8348
1.0000,0.4000,0.2832,4,0.6055,605.00,0.6386
1.0000,0.6000,0.3187,13,0.6099,609.00,0.6560
1.0000,1.0000,0.1384,19,0.9828,982.00,1.0000
1.0000,1.0000,0.1407,14,0.8434,843.00,0.7551
1.0000,1.0000,0.1907,19,0.8055,805.00,0.7793
1.0000,0.4000,0.4489,6,0.4059,405.00,0.4332
1.0000,0.4000,0.3566,8,0.5851,585.00,0.5181
1.0000,0.2000,0.3811,19,0.4610,461.00,0.5366
0.5200,0.4000,0.6480,5,0.4120,411.00,0.4427
1.0000,1.0000,0.1362,13,0.8070,807.00,0.8001
0.7300,0.2000,0.7644,13,0.2947,294.00,0.2221
1.0000,1.0000,0.1936,1,0.7643,764.00,0.8339
1.0000,0.4000,0.3070,17,0.4823,482.00,0.5357
1.0000,0.6000,0.4237,5,0.4692,469.00,0.5407
0.9400,0.0000,0.6742,18,0.2615,261.00,0.3493
1.0000,1.0000,0.1116,17,1.0000,1000.00,1.0000
0.6200,0.2000,0.6231,15,0.2151,215.00,0.1561
0.8600,0.4000,0.3118,14,0.4571,457.00,0.4611
1.0000,1.0000,0.1234,17,0.9253,925.00,1.0000
1.0000,1.0000,0.1026,2,0.9305,930.00,0.9176
1.0000,1.0000,0.1647,12,0.9631,963.00,0.9383
1.0000,0.6000,0.2385,2,0.7152,715.00,0.6738
1.0000,1.0000,0.1446,5,0.7239,723.00,0.7967
0.9500,0.0000,0.9299,3,0.0000,0.00,0.0479
1.0000,0.6000,0.4305,6,0.6165,616.00,0.5911
1.0000,1.0000,0.0931,17,0.9481,948.00,1.0000
0.5300,0.2000,0.8065,14,0.1654,165.00,0.1005
1.0000,0.8000,0.2594,8,0.7087,708.00,0.6374
1.0000,0.6000,0.2617,20,0.6723,672.00,0.5960
0.9900,0.2000,0.9875,19,0.0000,0.00,0.0377
1.0000,1.0000,0.1299,9,0.8787,878.00,0.8300
0.7100,0.0000,0.6774,7,0.1471,147.00,0.0716
1.0000,1.0000,0.0975,8,1.0000,1000.00,1.0000
1.0000,0.6000,0.4827,4,0.6000,600.00,0.5540
0.9400,0.4000,0.2007,19,0.5901,590.00,0.5291
0.5700,0.2000,0.6785,16,0.1267,126.00,0.1752
1.0000,0.4000,0.4876,17,0.6336,633.00,0.5741
1.0000,1.0000,0.0691,12,0.8807,880.00,0.9054
1.0000,0.2000,0.2428,13,0.5930,592.00,0.6078
0.9500,0.6000,0.2606,6,0.6595,659.00,0.6304
0.4600,0.4000,0.6979,4,0.2639,263.00,0.3328
1.0000,1.0000,0.0640,3,1.0000,1000.00,1.0000
1.0000,0.8000,0.4022,4,0.7477,747.00,0.7957
1.0000,1.0000,0.0903,6,1.0000,1000.00,0.9555
0.8300,0.0000,0.6529,5,0.2409,240.00,0.1656
1.0000,0.4000,0.5446,10,0.3141,314.00,0.2474
1.0000,0.8000,0.1832,13,0.8276,827.00,0.8475
1.0000,0.6000,0.3059,11,0.4995,499.00,0.5452
1.0000,0.4000,0.3538,4,0.5946,594.00,0.6040
1.0000,0.6000,0.3552,13,0.6697,669.00,0.6262
1.0000,1.0000,0.1042,13,0.9254,925.00,0.9895
0.7300,0.2000,0.7858,8,0.2088,208.00,0.2780
1.0000,1.0000,0.1406,5,0.8190,819.00,0.9186
1.0000,0.6000,0.4973,13,0.4343,434.00,0.4368
1.0000,0.8000,0.2185,19,0.8904,890.00,0.9662
0.3500,0.2000,0.7546,16,0.0908,90.00,0.0670
1.0000,0.4000,0.2434,19,0.6139,613.00,0.6305
0.4600,0.0000,0.7702,15,0.0404,40.00,0.0707
0.5500,0.4000,0.7279,16,0.5074,507.00,0.5252
1.0000,0.8000,0.5012,15,0.6656,665.00,0.7388
1.0000,1.0000,0.0060,2,0.9008,900.00,0.9722
0.7100,0.2000,0.9906,9,0.1239,123.00,0.1673
1.0000,1.0000,0.0646,6,0.8253,825.00,0.7898
0.3500,0.0000,0.7397,12,0.2860,286.00,0.3087
0.3700,0.0000,0.9065,6,0.1813,181.00,0.1553
1.0000,0.8000,0.0513,11,0.8814,881.00,0.8890
1.0000,1.0000,0.0102,9,1.0000,1000.00,0.9017
1.0000,0.2000,0.3510,12,0.3640,364.00,0.3823
1.0000,0.8000,0.4065,9,0.5324,532.00,0.4908
1.0000,0.2000,0.5242,8,0.2747,274.00,0.3556
0.7800,0.2000,0.8219,15,0.2394,239.00,0.2734
1.0000,0.4000,0.3238,2,0.6337,633.00,0.5467
1.0000,0.4000,0.2820,4,0.6843,684.00,0.6830
1.0000,0.2000,0.3945,0,0.3846,384.00,0.3860
1.0000,1.0000,0.0962,9,0.9577,957.00,1.0000
1.0000,0.8000,0.2799,3,0.6801,680.00,0.6190
1.0000,1.0000,0.1058,3,0.7857,785.00,0.8193
0.3900,0.0000,0.5562,4,0.1014,101.00,0.0059
1.0000,0.6000,0.2196,10,0.5798,579.00,0.4944
1.0000,1.0000,0.1721,15,0.6987,698.00,0.7953
1.0000,0.2000,0.2721,8,0.4784,478.00,0.5687
0.5500,0.0000,0.7386,3,0.1714,171.00,0.0894
0.6800,0.2000,0.9468,3,0.0196,19.00,0.0000
1.0000,1.0000,0.1087,8,0.9628,962.00,1.0000
0.6900,0.2000,0.7122,9,0.1937,193.00,0.1208
1.0000,0.2000,0.2520,2,0.4610,460.00,0.4428
1.0000,0.2000,0.2497,9,0.6338,633.00,0.5725
1.0000,1.0000,0.0110,19,1.0000,1000.00,0.9658
1.0000,0.8000,0.0695,18,0.7520,751.00,0.7426
0.7000,0.2000,0.6871,9,0.2059,205.00,0.1734
0.3600,0.2000,0.8519,12,0.2135,213.00,0.3131
0.9500,0.2000,0.6218,17,0.4017,401.00,0.4907
0.5500,0.4000,0.7527,0,0.1629,162.00,0.1097
0.9300,0.4000,0.6994,5,0.4537,453.00,0.3753
1.0000,0.6000,0.2194,12,0.5068,506.00,0.4396
1.0000,1.0000,0.0239,7,0.9418,941.00,0.8496
0.7000,0.4000,0.7626,5,0.4460,445.00,0.5168
1.0000,1.0000,0.1467,1,0.7539,753.00,0.7837
0.7700,0.0000,0.7513,3,0.1590,158.00,0.1707
1.0000,1.0000,0.1693,5,0.9731,973.00,0.8912
0.5000,0.2000,0.6718,2,0.2912,291.00,0.2071
1.0000,1.0000,0.0109,2,0.9151,915.00,0.8282
1.0000,0.6000,0.2521,15,0.7271,727.00,0.8258
0.8900,0.4000,0.9683,10,0.1669,166.00,0.1497
1.0000,0.4000,0.4455,6,0.5665,566.00,0.5275
1.0000,0.6000,0.4007,4,0.6793,679.00,0.7587
1.0000,1.0000,0.1137,19,0.8975,897.00,0.9344
1.0000,1.0000,0.0955,16,0.7616,761.00,0.7412
1.0000,0.8000,0.3205,8,0.6023,602.00,0.5491
1.0000,1.0000,0.1943,10,0.9301,930.00,0.9740
0.4600,0.4000,0.8731,1,0.1681,168.00,0.1419
1.0000,0.4000,0.3488,6,0.3848,384.00,0.4197
0.4200,0.4000,0.7024,19,0.4922,492.00,0.5622
0.5200,0.4000,0.9009,5,0.2784,278.00,0.2625
1.0000,1.0000,0.1763,3,0.9633,963.00,0.9843
0.5400,0.4000,0.6823,11,0.3167,316.00,0.3412
1.0000,1.0000,0.0805,9,0.8712,871.00,0.8753
1.0000,1.0000,0.0054,16,0.8305,830.00,0.8208
1.0000,0.8000,0.3339,13,0.8182,818.00,0.8225
1.0000,1.0000,0.0830,4,1.0000,1000.00,1.0000
1.0000,0.6000,0.3789,6,0.6581,658.00,0.7040
1.0000,0.8000,0.0287,18,0.8046,804.00,0.7485
0.8600,0.4000,0.5312,13,0.3604,360.00,0.4025
0.8700,0.2000,0.9309,17,0.2000,199.00,0.1981
1.0000,0.4000,0.4304,2,0.5651,565.00,0.5788
1.0000,0.6000,0.3143,19,0.7329,732.00,0.7350
1.0000,0.6000,0.5112,0,0.6388,638.00,0.6297
0.3800,0.2000,0.8460,17,0.3196,319.00,0.2970
0.5100,0.0000,0.5731,19,0.3619,361.00,0.3329
1.0000,0.4000,0.4152,4,0.3415,341.00,0.4210
1.0000,1.0000,0.1672,0,0.8545,854.00,0.8137
1.0000,1.0000,0.1147,0,0.8719,871.00,0.8912
1.0000,0.2000,0.3980,2,0.2572,257.00,0.2066
1.0000,0.4000,0.4875,8,0.4306,430.00,0.3353
1.0000,0.2000,0.2070,17,0.3412,341.00,0.2451
1.0000,0.2000,0.2331,13,0.4851,485.00,0.4139
1.0000,0.4000,0.4082,16,0.4956,495.00,0.5064
0.8800,0.2000,0.9702,5,0.2723,272.00,0.3326
0.8300,0.6000,0.4987,1,0.4980,498.00,0.4346
1.0000,0.6000,0.2240,9,0.6292,629.00,0.6468
1.0000,0.2000,0.4024,12,0.2172,217.00,0.1730
1.0000,0.8000,0.3111,5,0.7806,780.00,0.8123
0.6400,0.2000,0.6011,16,0.2957,295.00,0.3085
0.7300,0.2000,0.9406,19,0.2920,291.00,0.2372
0.8300,0.4000,0.3249,2,0.6893,689.00,0.7194
1.0000,1.0000,0.0400,9,1.0000,1000.00,1.0000
0.4700,0.4000,0.5540,14,0.5315,531.00,0.6302
1.0000,1.0000,0.1470,6,1.0000,1000.00,0.9235
1.0000,1.0000,0.1443,14,0.7751,775.00,0.7128
1.0000,0.8000,0.4395,12,0.6468,646.00,0.6556
1.0000,0.4000,0.4007,3,0.3966,396.00,0.4911
1.0000,1.0000,0.0636,7,0.9731,973.00,1.0000
1.0000,0.6000,0.4661,12,0.4731,473.00,0.5267
0.8400,0.4000,0.4488,14,0.3045,304.00,0.3840
1.0000,0.6000,0.4559,15,0.6206,620.00,0.6457
0.4700,0.2000,0.7855,4,0.2851,285.00,0.3639
1.0000,1.0000,0.0929,4,0.8147,814.00,0.7990
1.0000,1.0000,0.0712,18,0.9454,945.00,0.8490
1.0000,1.0000,0.1146,13,0.9519,951.00,0.9756
1.0000,0.4000,0.4247,14,0.6828,682.00,0.7545
1.0000,1.0000,0.1363,4,0.8508,850.00,0.7738
0.7600,0.4000,0.9592,18,0.0917,91.00,0.0091
1.0000,0.8000,0.5176,9,0.6849,684.00,0.7283
1.0000,0.4000,0.4754,20,0.6204,620.00,0.5482
1.0000,1.0000,0.1431,2,0.9214,921.00,0.8810
1.0000,0.4000,0.2440,8,0.5729,572.00,0.5353
1.0000,1.0000,0.0740,11,0.8565,856.00,0.7928
1.0000,1.0000,0.1610,12,1.0000,1000.00,1.0000
1.0000,0.4000,0.4370,2,0.6033,603.00,0.5044
0.8400,0.2000,0.8013,10,0.3002,300.00,0.3371
1.0000,0.8000,0.3265,5,0.7533,753.00,0.8247
1.0000,0.6000,0.2343,10,0.5939,593.00,0.5717
1.0000,1.0000,0.1113,8,0.9955,995.00,1.0000
1.0000,1.0000,0.0560,0,0.9450,945.00,0.9877
1.0000,0.6000,0.3405,17,0.7040,704.00,0.8019
0.5000,0.4000,0.5728,5,0.4097,409.00,0.3352
0.3800,0.2000,0.7632,14,0.2571,257.00,0.1975
1.0000,0.8000,0.3606,13,0.7249,724.00,0.6828
1.0000,1.0000,0.0053,0,0.9295,929.00,0.8837
1.0000,0.6000,0.2553,10,0.6266,626.00,0.6809
1.0000,0.8000,0.4398,11,0.5010,501.00,0.5603
0.9000,0.2000,0.7294,19,0.2918,291.00,0.3592
1.0000,1.0000,0.0548,10,0.7809,780.00,0.8353
1.0000,0.8000,0.4131,14,0.5779,577.00,0.5544
0.8500,0.8000,0.4803,15,0.6270,626.00,0.6198
1.0000,1.0000,0.0077,18,1.0000,1000.00,1.0000
1.0000,0.6000,0.4897,5,0.3685,368.00,0.3055
1.0000,1.0000,0.1091,12,0.8797,879.00,0.8026
1.0000,0.8000,0.5125,10,0.6476,647.00,0.6430
1.0000,0.4000,0.4752,0,0.5114,511.00,0.5511
1.0000,0.6000,0.2293,2,0.5361,536.00,0.5466
0.7800,0.2000,0.6265,9,0.3171,317.00,0.3301
0.4000,0.4000,0.5923,18,0.4244,424.00,0.3919
0.4000,0.4000,0.5662,15,0.4161,416.00,0.4208
1.0000,0.4000,0.4094,12,0.6447,644.00,0.6297
1.0000,0.8000,0.2963,20,0.8939,893.00,0.8997
1.0000,0.4000,0.3092,7,0.6185,618.00,0.5472
0.7900,0.2000,0.8624,8,0.3579,357.00,0.3866
0.9000,0.2000,0.6015,8,0.2881,288.00,0.3205
0.9600,0.6000,0.5031,11,0.4476,447.00,0.5301
1.0000,0.8000,0.2791,2,0.6615,661.00,0.7099
0.7000,0.0000,0.6990,7,0.3308,330.00,0.4164
0.9200,0.2000,0.8691,3,0.2675,267.00,0.3373
1.0000,0.6000,0.5253,4,0.3991,399.00,0.4818
1.0000,1.0000,0.1215,18,1.0000,1000.00,0.9246
0.8500,0.2000,0.9064,5,0.2246,224.00,0.1946
1.0000,0.6000,0.3307,7,0.5132,513.00,0.4563
0.8900,0.6000,0.4915,13,0.4074,407.00,0.4921
0.3600,0.2000,0.9822,19,0.2494,249.00,0.1496
0.8300,0.6000,0.5421,6,0.6017,601.00,0.6036
0.6500,0.4000,0.7009,16,0.2809,280.00,0.3225
1.0000,1.0000,0.0717,10,0.7589,758.00,0.6947
1.0000,1.0000,0.0227,13,0.9792,979.00,0.8945
1.0000,1.0000,0.1535,13,0.7549,754.00,0.7637
1.0000,0.4000,0.3784,9,0.4642,464.00,0.5140
0.9500,0.4000,0.5060,0,0.4793,479.00,0.5744
1.0000,1.0000,0.1683,15,0.8223,822.00,0.8237
1.0000,1.0000,0.1183,19,0.8690,868.00,0.8929
1.0000,0.8000,0.3284,17,0.5450,545.00,0.6292
1.0000,0.2000,0.4536,7,0.4854,485.00,0.5101
0.4900,0.2000,0.5793,13,0.1868,186.00,0.1944
1.0000,0.4000,0.3314,11,0.6460,646.00,0.5594
0.8300,0.4000,0.7397,7,0.4698,469.00,0.5059
1.0000,1.0000,0.1758,19,1.0000,1000.00,0.9968
0.6300,0.2000,0.6911,18,0.2198,219.00,0.1853
1.0000,0.2000,0.3029,11,0.4597,459.00,0.5590
0.5700,0.2000,0.9471,12,0.1817,181.00,0.2495
0.8800,0.4000,0.4336,17,0.5078,507.00,0.4329
1.0000,0.4000,0.2485,10,0.4459,445.00,0.5402
1.0000,1.0000,0.0726,16,0.9737,973.00,0.9452
0.6200,0.4000,0.7062,10,0.2148,214.00,0.1579
1.0000,1.0000,0.0198,8,0.8523,852.00,0.7811
1.0000,0.4000,0.3763,8,0.4051,405.00,0.4259
0.8700,0.8000,0.4005,10,0.5123,512.00,0.4671
0.3300,0.2000,0.9911,1,0.0000,0.00,0.0000
0.8300,0.4000,0.3634,7,0.5620,561.00,0.4979
0.4800,0.4000,0.8959,3,0.2270,227.00,0.2487
0.4400,0.4000,0.6919,17,0.4583,458.00,0.5171
1.0000,0.2000,0.3988,1,0.3806,380.00,0.3478
0.5600,0.2000,0.6416,8,0.3168,316.00,0.2770
1.0000,0.6000,0.3283,6,0.5085,508.00,0.5784
0.7400,0.2000,0.8832,3,0.1835,183.00,0.1848
1.0000,1.0000,0.1500,9,0.9374,937.00,0.9657
1.0000,1.0000,0.0625,18,0.9318,931.00,0.9212
0.9000,0.2000,0.7406,8,0.2613,261.00,0.2668
0.8300,0.0000,0.6691,11,0.1942,194.00,0.2005
1.0000,0.2000,0.2396,10,0.4296,429.00,0.3660
1.0000,0.8000,0.2823,2,0.8284,828.00,0.7899
0.3500,0.2000,0.9295,17,0.1355,135.00,0.0673
1.0000,0.6000,0.4954,9,0.6838,683.00,0.5962
1.0000,0.2000,0.2839,3,0.5646,564.00,0.5560
1.0000,1.0000,0.0917,1,1.0000,1000.00,0.9749
0.8800,0.2000,0.8080,4,0.2661,266.00,0.2614
0.9400,0.4000,0.4796,13,0.3929,392.00,0.3024
0.5200,0.2000,0.7266,8,0.3371,337.00,0.3918
1.0000,0.6000,0.2913,7,0.7355,735.00,0.6849
0.5700,0.0000,0.7971,19,0.1057,105.00,0.0660
1.0000,0.8000,0.2639,15,0.6544,654.00,0.7321
0.5100,0.2000,0.6511,8,0.2065,206.00,0.2061
0.5500,0.2000,0.6076,11,0.3557,355.00,0.3371
0.9200,0.2000,0.2223,1,0.4971,497.00,0.5352
0.5400,0.2000,0.8886,9,0.0405,40.00,0.0000
1.0000,0.8000,0.3016,14,0.6224,622.00,0.6762
0.9400,0.2000,0.8308,12,0.0715,71.00,0.0985
1.0000,1.0000,0.0745,14,0.9807,980.00,1.0000
1.0000,1.0000,0.1700,9,1.0000,1000.00,0.9303
0.6700,0.2000,0.9682,3,0.2829,282.00,0.3481
1.0000,1.0000,0.1401,4,0.7895,789.00,0.7639
1.0000,0.6000,0.3723,7,0.5614,561.00,0.5592
0.6100,0.2000,0.7721,18,0.1086,108.00,0.1235
0.3000,0.4000,0.8997,18,0.2405,240.00,0.1440
0.7000,0.2000,0.6343,2,0.4365,436.00,0.4812
1.0000,1.0000,0.0353,12,0.8766,876.00,0.8208
1.0000,1.0000,0.0986,8,1.0000,1000.00,1.0000
1.0000,1.0000,0.0947,3,0.9650,965.00,1.0000
1.0000,0.6000,0.3578,13,0.5866,586.00,0.6792
0.9500,0.4000,0.9314,13,0.1110,110.00,0.0565
1.0000,1.0000,0.1310,14,0.9130,913.00,0.9610
1.0000,0.6000,0.3867,17,0.6349,634.00,0.6486
1.0000,0.6000,0.4391,16,0.5082,508.00,0.5456
0.4300,0.0000,0.6732,13,0.1143,114.00,0.2053
1.0000,0.2000,0.3594,5,0.3973,397.00,0.2988
1.0000,1.0000,0.0657,10,1.0000,1000.00,0.9484
1.0000,0.4000,0.3280,12,0.5047,504.00,0.4873
1.0000,0.8000,0.4067,14,0.6726,672.00,0.7256
1.0000,0.2000,0.4691,2,0.3091,309.00,0.2209
1.0000,0.4000,0.3805,5,0.5839,583.00,0.5814
1.0000,0.2000,0.3268,8,0.3794,379.00,0.2982
1.0000,0.4000,0.3911,8,0.3703,370.00,0.2723
1.0000,1.0000,0.1289,6,1.0000,1000.00,0.9564
1.0000,1.0000,0.0595,13,0.9236,923.00,0.9122
0.7200,0.0000,0.8226,8,0.1905,190.00,0.1347
1.0000,0.6000,0.3493,18,0.5369,536.00,0.5919
1.0000,0.2000,0.3694,14,0.5081,508.00,0.5326
1.0000,0.2000,0.2220,5,0.3370,337.00,0.3903
1.0000,1.0000,0.0980,9,0.8333,833.00,0.7924
0.3100,0.4000,0.7727,16,0.3575,357.00,0.3351
0.8700,0.0000,0.7045,4,0.1896,189.00,0.2124
1.0000,1.0000,0.0088,11,0.8495,849.00,0.8191
1.0000,1.0000,0.0898,8,1.0000,1000.00,1.0000
1.0000,0.4000,0.3816,1,0.5096,509.00,0.5018
1.0000,0.4000,0.2819,12,0.4394,439.00,0.5241
1.0000,0.2000,0.2205,8,0.4181,418.00,0.4339
0.3200,0.2000,0.8959,20,0.0775,77.00,0.1002
1.0000,1.0000,0.1786,7,0.7053,705.00,0.6513
1.0000,0.4000,0.2390,3,0.5398,539.00,0.4990
0.4100,0.0000,0.6564,2,0.1087,108.00,0.1269
1.0000,1.0000,0.0410,4,1.0000,1000.00,0.9758
1.0000,1.0000,0.0222,12,0.8629,862.00,0.8041
0.8500,0.4000,0.9456,16,0.2427,242.00,0.1907
1.0000,1.0000,0.1062,12,0.7355,735.00,0.7686
1.0000,1.0000,0.0348,19,1.0000,1000.00,0.9345
1.0000,1.0000,0.1891,12,0.9399,939.00,1.0000
0.3500,0.4000,0.9674,16,0.3022,302.00,0.3702
0.4500,0.2000,0.5721,16,0.2937,293.00,0.3460
0.6100,0.2000,0.9986,18,0.0050,5.00,0.0000
0.9600,0.4000,0.3921,12,0.4857,485.00,0.5558
